Tutorial Group,Student ID,School,Name,Gender,CGPA,Assigned_Group,Vector_Displacement
G-23,3851,SBS,Jin Wei,Male,4.11,G-23-9,1.174441
G-23,4617,SPMS,Evelyn Adams,Female,4.18,G-23-9,1.214816
G-23,4095,SoH,Carlito Morales,Male,4.11,G-23-9,1.254441
G-23,840,CoB (NBS),Ningqi,Female,3.9,G-23-10,0.335667
G-23,3681,MAE,Owen Garcia,Male,4.09,G-23-10,1.134406
G-23,5808,EEE,Elaine Tan,Female,4.22,G-23-10,1.135207
G-23,445,SBS,Amina Binti Ali,Female,3.8,G-23-10,1.177491
G-23,2145,CoE,Zac Johnson,Male,4.15,G-23-10,1.254607
G-24,5699,CoB (NBS),Tian Yu,Male,4.15,G-24-1,0.267142
G-24,2449,CCEB,Wei Lin Tan,Male,4.05,G-24-1,0.986802
G-24,988,EEE,Aaliyah Santos,Female,4.18,G-24-1,1.107399
G-24,2841,SoH,Tahira Ali,Female,4.22,G-24-1,1.187855
G-24,4381,MAE,Nathan Wu,Male,4.01,G-24-1,1.226891
G-24,2758,CoB (NBS),Aiden Chan,Male,4.05,G-24-2,0.266802
G-24,2980,EEE,Tiffany Chua,Female,4.02,G-24-2,1.106857
G-24,3356,SPMS,Kumar Nair,Male,4.18,G-24-2,1.107399
G-24,284,CCEB,Meera Nair,Female,4,G-24-2,1.146933
G-24,919,SoH,Piper Rivera,Female,4.26,G-24-2,1.188439
G-24,1010,EEE,Vikram Gupta,Male,4.02,G-24-3,0.946857
G-24,5642,CCDS,David Tan,Male,4.14,G-24-3,1.067072
G-24,1614,CCEB,Melody Tan,Female,4.06,G-24-3,1.1468
G-24,4515,CEE,Dustin Yang,Male,4.1,G-24-3,1.146872
G-24,3941,SPMS,Willow Chang,Female,4.1,G-24-3,1.266872
G-24,656,CoB (NBS),Oliver Li,Male,4.01,G-24-4,0.266891
G-24,2269,CCEB,Kuan Tan,Male,4.15,G-24-4,0.987142
G-24,1884,EEE,Althea Reyes,Female,4.12,G-24-4,1.106956
G-24,3811,SoH,Isha Rani,Female,3.87,G-24-4,1.188208
G-24,5917,CCDS,Mia Thomas,Female,4.19,G-24-4,1.227501
G-24,1286,EEE,Guo Wei,Male,4.18,G-24-5,0.947399
G-24,1732,CCDS,Owen Prabowo,Male,4,G-24-5,1.066933
G-24,509,CoE,Damon Carter,Male,3.9,G-24-5,1.107794
G-24,5178,CEE,Irfan Khan,Male,4.1,G-24-5,1.146872
G-24,4937,SSS,Qiming,Female,4.1,G-24-5,1.346872
G-24,400,CoB (NBS),Naina Choudhury,Female,4.05,G-24-6,0.426802
G-24,210,SoH,Eko Supriyanto,Male,4.05,G-24-6,1.026802
G-24,1081,CoE,Zhen Li,Male,4.02,G-24-6,1.106857
G-24,2181,CCEB,Nira Nair,Female,4.09,G-24-6,1.146842
G-24,1701,CCDS,Jasmine Reed,Female,4.02,G-24-6,1.226857
G-24,5931,CoB (NBS),Jack Murphy,Male,4.03,G-24-7,0.26683
G-24,1187,CCEB,Lucas Zhang,Male,4.12,G-24-7,0.986956
G-24,77,EEE,Shila Binti Ali,Female,4,G-24-7,1.106933
G-24,5298,SoH,Sylvia Liu,Female,4.03,G-24-7,1.18683
G-24,5308,NIE,Silas Yang,Male,4.03,G-24-7,1.22683
G-24,3656,EEE,Owen Yip,Male,4.18,G-24-8,0.947399
G-24,3246,CCDS,Johan Sari,Male,4.03,G-24-8,1.06683
G-24,1174,SPMS,Daniel Johnson,Male,3.86,G-24-8,1.108362
G-24,4289,SBS,Ethan Jones,Male,4.22,G-24-8,1.187855
G-24,1272,SSS,Maya Scott,Female,3.88,G-24-8,1.348062
G-24,384,EEE,Dustin Chen,Male,4.2,G-24-9,0.947611
G-24,2687,CoE,Kieran Yip,Male,4.04,G-24-9,1.106812
G-24,4373,CEE,Zhang Lian,Male,4.06,G-24-9,1.1468
G-24,1264,SBS,Wen Jin Tan,Male,4,G-24-9,1.186933
G-24,2937,MSE,Claire Jenkins,Female,3.86,G-24-9,1.388362
G-24,4293,CoB (NBS),Alisha Tan,Female,4.09,G-24-10,0.426842
G-24,2610,SoH,Ankit Joshi,Male,3.86,G-24-10,1.028362
G-24,5414,SPMS,Jovian Huang,Male,3.95,G-24-10,1.107263
G-24,3135,CCEB,Mia Moore,Female,4,G-24-10,1.146933
G-24,707,CoE,Monica Yeo,Female,4.05,G-24-10,1.266802
G-25,3804,MAE,Luna Liu,Female,4.03,G-25-1,0.942151
G-25,5136,SoH,Liyana Binti Mohd,Female,4.73,G-25-1,1.038312
G-25,1188,SBS,Pooja Iyer,Female,4.03,G-25-1,1.142151
G-25,4879,CCEB,Akira Fujimoto,Female,4.03,G-25-1,1.182151
G-25,5305,NIE,William Yip,Male,3.8,G-25-1,1.385397
G-25,829,CoB (NBS),Lydia Kim,Female,4.22,G-25-2,0.222662
G-25,1062,CEE,Wei Ling,Female,4.05,G-25-2,0.982069
G-25,3778,SPMS,Natsuki Sato,Female,4.15,G-25-2,1.102137
G-25,2749,EEE,Nishant Kumar,Male,4.1,G-25-2,1.222003
G-25,4300,CoE,Eddie Kwan,Male,4.02,G-25-2,1.342204
G-25,487,CoB (NBS),Adeline Ramirez,Female,4.04,G-25-3,0.222106
G-25,4461,EEE,Katherine Tan,Female,4.17,G-25-3,0.982247
G-25,5065,SSS,Shafika Binti Mohd,Female,4.15,G-25-3,1.062137
G-25,5761,MAE,Sanjay Nair,Male,4.01,G-25-3,1.182265
G-25,3052,CEE,Jackson Adams,Male,4.15,G-25-3,1.222137
G-25,1883,CoB (NBS),Sanya Ali,Female,4.12,G-25-4,0.222033
G-25,2182,MAE,Nicole Lee,Female,3.9,G-25-4,0.943465
G-25,2251,SSS,Meera Prasad,Female,4.2,G-25-4,1.062472
G-25,4377,CEE,Dante Zhang,Male,4.12,G-25-4,1.222033
G-25,697,EEE,Yannick Dela Cruz,Male,4.17,G-25-4,1.222247
G-25,675,CoB (NBS),Zheng Yang,Male,4.02,G-25-5,0.462204
G-25,4277,CEE,Ananya Reddy,Female,4.1,G-25-5,0.982003
G-25,3190,SPMS,Kira Tan,Female,4.17,G-25-5,1.102247
G-25,1980,EEE,Caleb Murphy,Male,4.11,G-25-5,1.222014
G-25,2085,CoE,Kareem Shah,Male,4.05,G-25-5,1.342069
G-25,3812,CoB (NBS),Zoe Johnson,Female,4.01,G-25-6,0.222265
G-25,5497,EEE,Nora Wang,Female,4.23,G-25-6,0.982768
G-25,3077,SSS,Disha Sharma,Female,3.91,G-25-6,1.063316
G-25,242,MAE,Eric Anderson,Male,4.22,G-25-6,1.182662
G-25,1094,CoE,Daniel Wu,Male,4.06,G-25-6,1.342039
G-25,2690,CoB (NBS),Maya Reddy,Female,4.14,G-25-7,0.222094
G-25,2411,CEE,Linda Tan,Female,4.05,G-25-7,0.982069
G-25,2566,SSS,Lydia White,Female,4.06,G-25-7,1.062039
G-25,5066,MAE,Jason Lim,Male,4.1,G-25-7,1.182003
G-25,1343,SoH,Devon Tan,Male,4.08,G-25-7,1.262005
G-25,2647,WKW SCI,Isaac Chen,Male,4.18,G-25-8,0.462314
G-25,4475,SoH,Sahara Chen,Female,3.92,G-25-8,1.023175
G-25,5920,SPMS,Cathy Li,Female,4.19,G-25-8,1.102389
G-25,4935,NIE,Nancy Liu,Female,4.2,G-25-8,1.142472
G-25,698,CCDS,Ronald Tan,Male,3.93,G-25-8,1.383042
G-25,4755,MAE,Aisyah Mohd,Female,4.14,G-25-9,0.942094
G-25,1303,SoH,Fiona Wong,Female,4.22,G-25-9,1.022662
G-25,3958,CCDS,Natalie Ramirez,Female,4.01,G-25-9,1.142265
G-25,4689,ASE,Mira Singh,Female,3.92,G-25-9,1.183175
G-25,3109,SBS,Carl Li,Male,4.09,G-25-9,1.382
G-25,5271,CoB (NBS),Dahlia Morales,Female,4.08,G-25-10,0.222005
G-25,1445,MAE,Giovanna Chen,Female,4.1,G-25-10,0.942003
G-25,3638,SoH,Yue Ling,Female,4.09,G-25-10,1.022
G-25,194,EEE,Shafeeq Bin Ahmad,Male,4.05,G-25-10,1.222069
G-25,5275,CEE,Min Jie Lim,Male,3.95,G-25-10,1.2228
G-26,3204,CoB (NBS),Deepa Menon,Female,3.88,G-26-1,0.240013
G-26,4127,EEE,Fatin Binti Ahmad,Female,4.2,G-26-1,0.958968
G-26,5219,CCDS,Owen Lee,Male,4.19,G-26-1,1.118877
G-26,4997,MAE,Puneet Kumar,Male,4.05,G-26-1,1.198438
G-26,47,SBS,Yuri Li,Male,4.2,G-26-1,1.358968
G-26,3590,CoB (NBS),Kelsey Lim,Female,4.02,G-26-2,0.238548
G-26,1342,MAE,Maria Lam,Female,4.04,G-26-2,0.958467
G-26,3557,CCDS,Naomi Chen,Female,4.1,G-26-2,0.878415
G-26,1053,EEE,Milo Zhao,Male,4.1,G-26-2,1.198415
G-26,3835,SoH,Jacob Wang,Male,4.26,G-26-2,1.319685
G-26,2155,WKW SCI,Victor Black,Male,4.14,G-26-3,0.47854
G-26,3254,MAE,Zoe Sanchez,Female,4.03,G-26-3,0.958503
G-26,5604,SoH,Eshan,Female,4.05,G-26-3,1.078438
G-26,2137,CCDS,Desmond Tan,Male,4.3,G-26-3,1.120322
G-26,279,EEE,Felix Liu,Male,3.95,G-26-3,1.199084
G-26,301,CCDS,Anita Khanna,Female,3.95,G-26-4,0.879084
G-26,372,EEE,Hira Bukhari,Female,4.1,G-26-4,0.958415
G-26,5094,SBS,Miki Aizawa,Female,4,G-26-4,1.118661
G-26,204,ADM,Elena Leonova,Female,4.12,G-26-4,1.158461
G-26,2574,LKCMedicine,James Zhao,Male,4.27,G-26-4,1.399832
G-26,3765,CCDS,Aria Cook,Female,4.01,G-26-5,0.878601
G-26,3536,MAE,Hana Chan,Female,4.2,G-26-5,0.958968
G-26,5372,SBS,Riya Gupta,Female,4.03,G-26-5,1.118503
G-26,1817,LKCMedicine,Vera Kuznetsova,Female,4.13,G-26-5,1.158497
G-26,2409,SPMS,Quentin Chiu,Male,4.06,G-26-5,1.438417
G-26,4490,CCDS,Sophie Chua,Female,4.15,G-26-6,0.878592
G-26,3477,EEE,Jasmine Yeo,Female,3.9,G-26-6,0.959708
G-26,2691,CCEB,Ruby Lee,Female,3.9,G-26-6,1.119708
G-26,3775,MSE,Ivy Tan,Female,4.19,G-26-6,1.158877
G-26,233,SSS,Ferdinand Villanueva,Male,4.27,G-26-6,1.439832
G-26,1045,CCDS,Diya Singh,Female,4.09,G-26-7,0.878403
G-26,1650,MAE,Siti Nurbaya,Female,4.05,G-26-7,0.958438
G-26,1260,CCEB,Hafsa Khan,Female,4.14,G-26-7,1.11854
G-26,5880,MSE,Kira Yang,Female,4.03,G-26-7,1.158503
G-26,3685,CoE,Rishabh Sharma,Male,4.06,G-26-7,1.398417
G-26,5058,WKW SCI,Ryan Bennett,Male,4.22,G-26-8,0.479175
G-26,5521,EEE,Kendra Alvarado,Female,3.91,G-26-8,0.959567
G-26,1224,SoH,Nora Diaz,Female,3.89,G-26-8,1.079856
G-26,5009,CEE,Jianjun,Female,4.2,G-26-8,1.158968
G-26,3366,CoE,Mohit Desai,Male,4.1,G-26-8,1.398415
G-26,3331,CCDS,Hugo Wang,Male,4.02,G-26-9,1.118548
G-26,574,MAE,Daphne Lim,Female,4.15,G-26-9,0.958592
G-26,3730,CCEB,Kazuko Nishida,Female,4.17,G-26-9,1.118718
G-26,3625,CEE,Vera Tan,Female,4,G-26-9,1.158661
G-26,5098,ADM,Alia Bin Abd,Male,3.95,G-26-9,1.399084
G-26,1540,CoB (NBS),Layla Evans,Female,4.02,G-26-10,0.238548
G-26,1800,MAE,Fariha Binti Mohd,Female,4.15,G-26-10,0.958592
G-26,15,CCDS,Eric Long,Male,4.22,G-26-10,1.119175
G-26,285,EEE,Ibrahim Zain,Male,4.03,G-26-10,1.198503
G-26,4116,SoH,Yifan,Male,3.85,G-26-10,1.320531
G-27,1122,CCDS,Vinay Bhatia,Male,4.18,G-27-1,1.115244
G-27,5288,CCEB,Talia Wang,Female,4.17,G-27-1,1.115164
G-27,872,SBS,Aria Wilson,Female,4.07,G-27-1,1.154801
G-27,5347,LKCMedicine,Nadia Ali,Female,3.91,G-27-1,1.195884
G-27,212,SoH,Karan Joshi,Male,4.17,G-27-1,1.395164
G-27,705,CCDS,Aarti Desai,Female,4.02,G-27-2,0.914919
G-27,1821,SPMS,Hannah Wang,Female,4.1,G-27-2,1.074826
G-27,3752,SSS,Tania Chan,Female,4.08,G-27-2,1.154801
G-27,3786,ADM,Anjali Tan,Female,4.15,G-27-2,1.195027
G-27,5331,CoE,Alexander Hill,Male,4.08,G-27-2,1.274801
G-27,181,CoB (NBS),Kunal Patel,Male,3.97,G-27-3,0.435238
G-27,3727,MAE,Zaira Binti Karim,Female,4.05,G-27-3,1.034824
G-27,1635,CEE,Minjie,Female,4.1,G-27-3,1.154826
G-27,1083,EEE,Shinji Saito,Male,4.1,G-27-3,1.194826
G-27,3749,CoE,Jonathan Wong,Male,4.2,G-27-3,1.275429
G-27,5436,CoB (NBS),Suri Chang,Female,4.16,G-27-4,0.235092
G-27,5076,EEE,Rekha Menon,Female,3.92,G-27-4,0.995756
G-27,3469,CCDS,Khalil Khan,Male,4.19,G-27-4,1.115333
G-27,5456,CEE,Nora Wu,Female,4.01,G-27-4,1.154967
G-27,4904,MAE,Nicolas Zhao,Male,4.12,G-27-4,1.234882
G-27,3196,CoB (NBS),Zara Bennett,Female,4.27,G-27-5,0.236327
G-27,578,MAE,Sadia Awan,Female,4.02,G-27-5,1.034919
G-27,790,CCEB,Hui Chen,Female,4.19,G-27-5,1.115333
G-27,4239,EEE,Mohammed Sadiq,Male,3.75,G-27-5,1.199015
G-27,1773,SPMS,Daniel Baker,Male,4.15,G-27-5,1.275027
G-27,961,CoB (NBS),Fei Hong Lim,Male,3.9,G-27-6,0.436019
G-27,5757,CoE,Sonia Bukhari,Female,4.1,G-27-6,1.074826
G-27,1767,SBS,Mei Xing,Female,4.09,G-27-6,1.154809
G-27,2259,NIE,Ella Safira,Female,4.2,G-27-6,1.195429
G-27,196,SPMS,Dominic Scott,Male,4.09,G-27-6,1.274809
G-27,5892,CCDS,Rhea Sharma,Female,4.19,G-27-7,0.915333
G-27,1232,CCEB,Liana Goh,Female,4.1,G-27-7,1.114826
G-27,2002,SSS,Cynthia Sun,Female,4.06,G-27-7,1.154809
G-27,4711,ASE,Ella Young,Female,3.92,G-27-7,1.195756
G-27,2739,MSE,Jett Wu,Male,4.06,G-27-7,1.354809
G-27,4880,CoB (NBS),Akira Yoshida,Female,4.15,G-27-8,0.235027
G-27,1844,EEE,Isabella Morris,Female,3.95,G-27-8,0.995421
G-27,3702,CCDS,Mira Ng,Female,4.2,G-27-8,0.915429
G-27,2166,MAE,Oscar Lee,Male,4.11,G-27-8,1.23485
G-27,2195,SPMS,Vikas Sharma,Male,3.9,G-27-8,1.276019
G-27,3387,CoB (NBS),Riley Tsai,Female,3.92,G-27-9,0.235756
G-27,2127,EEE,Mila Collins,Female,3.87,G-27-9,0.996474
G-27,2139,CCDS,Brody Hughes,Male,4.2,G-27-9,1.115429
G-27,3504,MSE,Alexis Lee,Female,4,G-27-9,1.155023
G-27,703,CoE,Aarav Yadav,Male,4.3,G-27-9,1.276832
G-27,2022,CoB (NBS),Sana Iqbal,Female,4.02,G-27-10,0.234919
G-27,1449,CCDS,Olivia Johnson,Female,4.52,G-27-10,0.922735
G-27,257,CCDS,Arnav Kumar,Male,3.85,G-27-10,1.116818
G-27,137,EEE,Lucas Ramirez,Male,4,G-27-10,1.195023
G-27,4367,MAE,Santiago Garcia,Male,3.9,G-27-10,1.236019
G-28,2565,CoB (NBS),Priya Patel,Female,3.86,G-28-1,0.280618
G-28,3879,CCEB,Camille Chen,Female,4.14,G-28-1,0.998978
G-28,4649,MAE,Nur Fatimah,Female,4.04,G-28-1,1.038844
G-28,2080,SSS,Lily Cook,Female,4.18,G-28-1,1.119256
G-28,2738,ASE,Mark Johnson,Male,4.18,G-28-1,1.319256
G-28,525,CoB (NBS),Stella Chang,Female,4.12,G-28-2,0.278888
G-28,859,CoB (NBS),Raymond Ho,Male,4.02,G-28-2,0.358913
G-28,5186,SoH,Rong Liu,Female,4.02,G-28-2,1.038913
G-28,5579,MAE,Julian Li,Male,4.1,G-28-2,1.118829
G-28,3297,SPMS,Aaron Huskel,Male,4.15,G-28-2,1.239036
G-28,4316,CoB (NBS),Savannah Cooper,Female,4.04,G-28-3,0.278844
G-28,3880,CoB (NBS),Xiangrong,Male,4.1,G-28-3,0.358829
G-28,4780,SoH,Zoe Ali,Female,4.19,G-28-3,1.039346
G-28,772,SSS,Nazia Rehman,Female,4.06,G-28-3,1.118807
G-28,1320,EEE,Steve Lau,Male,4.01,G-28-3,1.19896
G-28,3735,CoB (NBS),Sophie Chen,Female,4.17,G-28-4,0.279175
G-28,2035,CCEB,Madison Reed,Female,4.1,G-28-4,0.998829
G-28,3182,SoH,Rylan King,Male,4.05,G-28-4,1.118822
G-28,5039,MAE,Peter Harris,Male,3.88,G-28-4,1.120293
G-28,4789,ADM,Rashidah Binti Ibrahim,Female,4.2,G-28-4,1.239443
G-28,1771,CoB (NBS),Asha Binti,Female,4.11,G-28-5,0.278854
G-28,5439,CoB (NBS),Kenshin Watanabe,Male,4.02,G-28-5,0.358913
G-28,1237,MAE,Aditi Sharma,Female,4.14,G-28-5,1.038978
G-28,5256,SSS,Sergio Moreno,Male,4.03,G-28-5,1.198875
G-28,4865,MSE,Chloe Wilson,Female,4.08,G-28-5,1.238802
G-28,495,CoB (NBS),Max Chen,Male,4.09,G-28-6,0.358811
G-28,4313,CCEB,Aubrey Morgan,Female,3.9,G-28-6,1.0
G-28,4358,SoH,Mason Reyes,Male,3.92,G-28-6,1.119739
G-28,4004,EEE,Neela Nair,Female,4.2,G-28-6,1.119443
G-28,524,CCDS,Xander Lawson,Male,4.26,G-28-6,1.320196
G-28,5601,CoB (NBS),Alia Khan,Female,4.14,G-28-7,0.278978
G-28,4827,WKW SCI,Liam Lewis,Male,4.17,G-28-7,0.359175
G-28,3446,SoH,Lina Abdullah,Female,4,G-28-7,1.039014
G-28,5731,MAE,Oliver Wong,Male,4.01,G-28-7,1.11896
G-28,725,SPMS,Eddie Cheung,Male,4.02,G-28-7,1.238913
G-28,3156,CoB (NBS),Arif Hussain,Male,4.1,G-28-8,0.358829
G-28,2429,CCEB,Misha Devi,Female,4.14,G-28-8,0.998978
G-28,256,CCEB,Elijah Carter,Male,3.9,G-28-8,1.08
G-28,2518,SSS,Lian Tan,Female,4.2,G-28-8,1.119443
G-28,5490,CoE,Alana Tan,Female,4,G-28-8,1.239014
G-28,498,CoB (NBS),Emma Hall,Female,3.88,G-28-9,0.280293
G-28,3830,CCEB,Ivy Pineda,Female,4.22,G-28-9,0.999662
G-28,361,SoH,Bilal Zafar,Male,4.08,G-28-9,1.118802
G-28,3096,EEE,Victor Andreyev,Male,4.12,G-28-9,1.198888
G-28,1413,SPMS,Zach Lim,Male,4.02,G-28-9,1.238913
G-28,1477,CoB (NBS),Nina Chang,Female,3.88,G-28-10,0.280293
G-28,1419,CCEB,Nirmala Iyer,Female,4.18,G-28-10,0.999256
G-28,2705,MAE,Ming Feng Tan,Male,4.05,G-28-10,1.118822
G-28,5424,EEE,Ria Patel,Female,4.19,G-28-10,1.119346
G-28,5958,CEE,Sebastian Wright,Male,4,G-28-10,1.319014
G-29,823,CoB (NBS),Tobias Tan,Male,4.03,G-29-1,0.318516
G-29,1197,EEE,Rahul Reddy,Male,4.05,G-29-1,0.998446
G-29,3307,SSS,Eva Wang,Female,4.09,G-29-1,1.118402
G-29,4451,CCDS,Kiran Tiwari,Female,3.9,G-29-1,1.199751
G-29,5323,MAE,Sadia Khan,Female,4.52,G-29-1,1.246011
G-29,2733,CoB (NBS),Christina Tan,Female,4.2,G-29-2,0.31894
G-29,4399,EEE,Jamal Karim,Male,4.19,G-29-2,0.998851
G-29,5164,SSS,Yong Jie,Male,4.12,G-29-2,1.118452
G-29,2194,SoH,Maya Li,Female,4.09,G-29-2,1.238402
G-29,857,ASE,Lucy Barnes,Female,3.9,G-29-2,1.279751
G-29,3347,WKW SCI,Kelly Ng,Female,4.06,G-29-3,0.318423
G-29,4026,CoB (NBS),Shanwei,Male,3.9,G-29-3,0.319751
G-29,2965,SBS,Ethan Young,Male,4.2,G-29-3,1.07894
G-29,2692,SSS,Nadia Cahyani,Female,4.15,G-29-3,1.118575
G-29,4661,SPMS,Jasper Zhang,Male,4.15,G-29-3,1.238575
G-29,2526,CoB (NBS),Xander Lee,Male,4.12,G-29-4,0.318452
G-29,2596,EEE,Madison Gray,Female,4.03,G-29-4,0.998516
G-29,367,SBS,Avery Wilson,Female,4.11,G-29-4,1.078427
G-29,496,CCDS,Zachary Price,Male,3.91,G-29-4,1.199608
G-29,4286,LKCMedicine,Evelyn Green,Female,4.27,G-29-4,1.239787
G-29,3124,CoB (NBS),Jason Lim,Male,4.09,G-29-5,0.318402
G-29,929,CoB (NBS),Poppy Smith,Female,4.27,G-29-5,0.319787
G-29,942,EEE,Hao Xun,Male,3.96,G-29-5,0.999013
G-29,4339,SSS,Janelle Tan,Female,4,G-29-5,1.118681
G-29,5742,NIE,Joshua Murphy,Male,4.11,G-29-5,1.238427
G-29,4734,WKW SCI,Surya Kumar,Male,4.1,G-29-6,0.31841
G-29,1290,EEE,Huanqing,Female,4.05,G-29-6,0.998446
G-29,3311,SBS,Riya Tan,Female,4.1,G-29-6,1.07841
G-29,2081,CoE,Xiao Jun,Male,4.02,G-29-6,1.158563
G-29,5614,SPMS,Faris Bin Mohd,Male,4.15,G-29-6,1.238575
G-29,1823,CoB (NBS),Aria Lim,Female,4.04,G-29-7,0.318477
G-29,1515,CoB (NBS),Tianming,Male,3.8,G-29-7,0.321622
G-29,1488,SBS,Raymond Smith,Male,4.18,G-29-7,1.07877
G-29,202,CoE,Kimberly Lim,Female,4.18,G-29-7,1.15877
G-29,2548,MAE,Panshi,Male,4.18,G-29-7,1.23877
G-29,213,CoB (NBS),Ananya Sharma,Female,4.18,G-29-8,0.31877
G-29,5895,EEE,Kai Ren Ng,Male,4.1,G-29-8,0.99841
G-29,4528,SSS,Nurul Hani,Female,4.1,G-29-8,1.11841
G-29,2844,CCDS,Ritika Bansal,Female,4.03,G-29-8,1.198516
G-29,1959,NIE,Elias Carter,Male,3.95,G-29-8,1.239116
G-29,2216,CoB (NBS),Alisha Iyer,Female,4.13,G-29-9,0.318485
G-29,729,EEE,Rongwei,Male,4.09,G-29-9,0.998402
G-29,4031,SBS,Silas Tan,Male,4.06,G-29-9,1.078423
G-29,1104,CoE,Nisha Singh,Female,4.01,G-29-9,1.158618
G-29,4854,SoH,Shahid Raza,Male,4.03,G-29-9,1.238516
G-29,3278,WKW SCI,Nadeem Ali,Male,4.04,G-29-10,0.318477
G-29,2772,EEE,Alyssa Carter,Female,3.97,G-29-10,0.998918
G-29,2829,SBS,Gemma Jenkins,Female,4.09,G-29-10,1.078402
G-29,5389,CoE,Skylar Tan,Female,4.15,G-29-10,1.158575
G-29,1525,LKCMedicine,Brayden Adams,Male,4.04,G-29-10,1.238477
G-30,4973,MAE,James Bailey,Male,4.07,G-30-1,0.948428
G-30,2537,CCDS,Michael Brown,Male,4.01,G-30-1,1.068699
G-30,244,SSS,Atsuko Taniguchi,Female,3.91,G-30-1,1.10979
G-30,1873,SoH,Rhea Reddy,Female,4.15,G-30-1,1.228515
G-30,3162,CEE,Mi-kyung Han,Female,4.52,G-30-1,1.275577
G-30,1628,MAE,Anushka Mehra,Female,4.17,G-30-2,0.948617
G-30,81,MAE,Kieran Lewis,Male,4.22,G-30-2,0.949011
G-30,5279,EEE,Trevor Lim,Male,4.03,G-30-2,1.188576
G-30,1164,SoH,Huma Qureshi,Female,3.91,G-30-2,1.22979
G-30,5177,MSE,Huma Malik,Female,4.22,G-30-2,1.309011
G-30,4237,CoB (NBS),Mason Wong,Male,4.08,G-30-3,0.348411
G-30,3675,CCDS,Lian Xu,Female,4.11,G-30-3,1.068407
G-30,3567,SSS,Sofia Ramirez,Female,4.02,G-30-3,1.108633
G-30,3269,CoE,Dylan Nguyen,Male,4.18,G-30-3,1.22868
G-30,3828,CCEB,Kelly Lee,Female,4.15,G-30-3,1.268515
G-30,531,CoB (NBS),Ava King,Female,4.2,G-30-4,0.348829
G-30,3149,MAE,Keshav Yadav,Male,4.01,G-30-4,0.948699
G-30,5678,CCDS,Aadhya Reddy,Female,3.9,G-30-4,1.069943
G-30,2448,CoE,Han Song Lim,Male,4.2,G-30-4,1.228829
G-30,5702,NIE,Harriet Rivera,Female,4.22,G-30-4,1.269011
G-30,4596,MAE,Siti Zulaikha Binti Rahim,Female,4.1,G-30-5,0.948401
G-30,5752,CCDS,Kieran Wu,Male,4.08,G-30-5,1.068411
G-30,814,SSS,Jasmine Ng,Female,4.2,G-30-5,1.108829
G-30,3517,SBS,Brandon Lee,Male,4.14,G-30-5,1.228476
G-30,3647,CCEB,Gavin Walker,Male,3.97,G-30-5,1.269039
G-30,946,WKW SCI,Jack Martin,Male,4.2,G-30-6,0.348829
G-30,874,MAE,Owais Bukhari,Male,3.96,G-30-6,0.949144
G-30,383,SSS,Roxanne Chan,Female,4.19,G-30-6,1.10875
G-30,165,SoH,Xena Wong,Female,4.12,G-30-6,1.228422
G-30,2096,NIE,Seng Hua Lim,Male,4.02,G-30-6,1.268633
G-30,422,CoB (NBS),Riley Johnson,Male,4.19,G-30-7,0.34875
G-30,4408,CCDS,Biaochun,Female,4,G-30-7,1.068772
G-30,4440,SSS,Elijah Wong,Male,4.01,G-30-7,1.108699
G-30,636,EEE,Areeba Bukhari,Female,4.02,G-30-7,1.188633
G-30,4984,CEE,Ayesha Binti Rahman,Female,4.25,G-30-7,1.269344
G-30,1347,MAE,Ananya Nair,Female,4.01,G-30-8,0.948699
G-30,2942,MAE,Kai Li,Male,4.26,G-30-8,0.949471
G-30,50,EEE,Nida Malik,Male,4.12,G-30-8,1.188422
G-30,2677,CoE,Thomas Collins,Male,4.18,G-30-8,1.22868
G-30,3553,LKCMedicine,Colton Huang,Male,3.88,G-30-8,1.310273
G-30,2931,MAE,Maisie Lee,Female,4.11,G-30-9,0.948407
G-30,2589,CCDS,Anthony Hughes,Male,4.04,G-30-9,1.068527
G-30,5494,SSS,Sania Malik,Female,4.21,G-30-9,1.108916
G-30,3444,SBS,Kunal Tan,Male,4.15,G-30-9,1.228515
G-30,5915,SPMS,Mason Smith,Male,3.88,G-30-9,1.270273
G-30,5176,MAE,Xiao Chen,Male,4.11,G-30-10,0.948407
G-30,3795,CCDS,Jing Wei,Male,4.02,G-30-10,1.068633
G-30,197,EEE,Vivian Tan,Female,4.07,G-30-10,1.188428
G-30,1592,SBS,Patricia White,Female,4.2,G-30-10,1.228829
G-30,167,SPMS,Nurul Farah,Female,3.85,G-30-10,1.270829
G-31,2706,CoB (NBS),Kamran Ahmed,Male,4.03,G-31-1,0.327027
G-31,1709,EEE,Anjali Rao,Female,4.01,G-31-1,1.007164
G-31,2555,SBS,Kavya Singh,Female,4.14,G-31-1,1.086848
G-31,2459,CCEB,Bodhi Chen,Male,4.02,G-31-1,1.207092
G-31,69,CEE,Suhana Bhat,Female,4.79,G-31-1,1.265547
G-31,5474,CoB (NBS),Samara Khan,Female,4.22,G-31-2,0.327325
G-31,4149,EEE,Sora Inoue,Male,4.2,G-31-2,1.007158
G-31,5310,SBS,Jasmine Chen,Female,4.25,G-31-2,1.087636
G-31,2431,CCEB,Ella Gonzalez,Female,3.92,G-31-2,1.208175
G-31,629,MSE,Jessica Lim,Female,4.16,G-31-2,1.286919
